total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,label,run_id
1353478056,110985200592,1353478056,0,0,0,0,0,0,1353478056,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1353478056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1363090369,111773410258,1363090369,0,0,0,0,0,0,1363090369,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1363090369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1372704488,112561768016,1372704488,0,0,0,0,0,0,1372704488,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1372704488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1382316437,113349947834,1382316437,0,0,0,0,0,0,1382316437,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1382316437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1391927668,114138068776,1391927668,0,0,0,0,0,0,1391927668,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1391927668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1401539908,114926272456,1401539908,0,0,0,0,0,0,1401539908,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1401539908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1411152105,115714472610,1411152105,0,0,0,0,0,0,1411152105,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1411152105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1420765003,116502730246,1420765003,0,0,0,0,0,0,1420765003,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1420765003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1430376878,117290903996,1430376878,0,0,0,0,0,0,1430376878,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1430376878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1439988214,118079033548,1439988214,0,0,0,0,0,0,1439988214,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1439988214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1449601429,118867317178,1449601429,0,0,0,0,0,0,1449601429,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1449601429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1459212908,119655458456,1459212908,0,0,0,0,0,0,1459212908,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1459212908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1468826712,120443790384,1468826712,0,0,0,0,0,0,1468826712,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1468826710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1478439695,121232054990,1478439695,0,0,0,0,0,0,1478439695,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1478439695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1488049923,122020093686,1488049923,0,0,0,0,0,0,1488049923,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1488049923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1497663984,122808446688,1497663984,0,0,0,0,0,0,1497663984,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1497663984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1507274974,123596547868,1507274974,0,0,0,0,0,0,1507274974,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1507274974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1516888966,124384895212,1516888966,0,0,0,0,0,0,1516888966,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1516888966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1526501734,125173142188,1526501734,0,0,0,0,0,0,1526501734,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1526501734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1536110730,125961079860,1536110730,0,0,0,0,0,0,1536110730,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1536110730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1545724632,126749419824,1545724632,0,0,0,0,0,0,1545724632,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1545724632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1555335312,127537495584,1555335312,0,0,0,0,0,0,1555335312,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1555335312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1564949622,128325869004,1564949622,0,0,0,0,0,0,1564949622,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1564949622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1574562401,129114116882,1574562401,0,0,0,0,0,0,1574562401,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1574562401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1584171731,129902081942,1584171731,0,0,0,0,0,0,1584171731,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1584171731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1593784944,130690365408,1593784944,0,0,0,0,0,0,1593784944,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1593784944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1603395845,131478459290,1603395845,0,0,0,0,0,0,1603395845,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1603395845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1613008603,132266705446,1613008603,0,0,0,0,0,0,1613008603,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1613008603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1622621704,133054979728,1622621704,0,0,0,0,0,0,1622621704,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1622621704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1632232465,133843062130,1632232465,0,0,0,0,0,0,1632232465,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1632232465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1641845578,134631337396,1641845578,0,0,0,0,0,0,1641845578,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1641845578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1651456927,135419468014,1651456927,0,0,0,0,0,0,1651456927,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1651456927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1661071014,136207823148,1661071014,0,0,0,0,0,0,1661071014,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1661071014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1670683373,136996036586,1670683373,0,0,0,0,0,0,1670683373,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1670683373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1680294471,137784146622,1680294471,0,0,0,0,0,0,1680294471,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1680294471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1689907620,138572424840,1689907620,0,0,0,0,0,0,1689907620,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1689907620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
1694232286,138927047452,1694232286,0,0,0,0,0,0,1694232286,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,1694232286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,snmp,run2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
4495198,611346928,4495198,0,0,0,0,0,0,4495198,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,4495198,81,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
10079878,1370863408,10079878,0,0,0,0,0,0,10079878,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,10079878,180,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
15667619,2130796184,15667619,0,0,0,0,0,0,15667619,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,15667619,271,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
21254181,2890568616,21254181,0,0,0,0,0,0,21254181,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,21254182,371,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
26837156,3649853216,26837156,0,0,0,0,0,0,26837156,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,26837156,469,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
32422814,4409502704,32422814,0,0,0,0,0,0,32422814,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,32422814,560,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
38011291,5169535576,38011291,0,0,0,0,0,0,38011291,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,38011291,663,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
43595254,5928954544,43595254,0,0,0,0,0,0,43595254,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,43595254,755,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
49180670,6688571120,49180670,0,0,0,0,0,0,49180670,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,49180670,849,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
54767190,7448337840,54767190,0,0,0,0,0,0,54767190,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,54767190,953,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
60350766,8207704176,60350766,0,0,0,0,0,0,60350766,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,60350766,1045,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
65936201,8967323336,65936201,0,0,0,0,0,0,65936201,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,65936201,1137,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
71523698,9727222928,71523698,0,0,0,0,0,0,71523698,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,71523698,1246,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
77108894,10486809584,77108894,0,0,0,0,0,0,77108894,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,77108894,1335,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
82693525,11246319400,82693525,0,0,0,0,0,0,82693525,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,82693525,1425,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
88280467,12006143512,88280467,0,0,0,0,0,0,88280467,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,88280467,1528,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
93868341,12766094376,93868341,0,0,0,0,0,0,93868341,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,93868341,1621,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
99453197,13525634792,99453197,0,0,0,0,0,0,99453197,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,99453197,1720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
105041002,14285576272,105041002,0,0,0,0,0,0,105041002,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,105041002,1821,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
110627573,15045349928,110627573,0,0,0,0,0,0,110627573,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,110627573,1904,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
116212762,15804935632,116212762,0,0,0,0,0,0,116212762,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,116212762,2009,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
121799094,16564676784,121799094,0,0,0,0,0,0,121799094,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,121799094,2109,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
127386813,17324606568,127386813,0,0,0,0,0,0,127386813,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,127386813,2194,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
132973664,18084418304,132973664,0,0,0,0,0,0,132973664,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,132973664,2300,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
138558239,18843920504,138558239,0,0,0,0,0,0,138558239,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,138558239,2396,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
144143489,19603514504,144143489,0,0,0,0,0,0,144143489,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,144143489,2487,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
149731203,20363443608,149731203,0,0,0,0,0,0,149731203,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,149731203,2588,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
155315291,21122879576,155315291,0,0,0,0,0,0,155315291,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,155315291,2683,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
160901197,21882562792,160901197,0,0,0,0,0,0,160901197,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,160901197,2776,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
166486444,22642156384,166486444,0,0,0,0,0,0,166486444,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,166486444,2881,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
172071080,23401666880,172071080,0,0,0,0,0,0,172071080,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,172071080,2973,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
177657616,24161435776,177657616,0,0,0,0,0,0,177657616,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,177657616,3063,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
183246316,24921498976,183246316,0,0,0,0,0,0,183246316,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,183246316,3170,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
188830839,25680994104,188830839,0,0,0,0,0,0,188830839,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,188830839,3257,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
194416089,26440588104,194416089,0,0,0,0,0,0,194416089,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,194416089,3351,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
200003374,27200458864,200003374,0,0,0,0,0,0,200003374,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,200003374,3456,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
205589425,27960161800,205589425,0,0,0,0,0,0,205589425,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,205589425,3550,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
211174244,28719697184,211174244,0,0,0,0,0,0,211174244,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,211174244,3646,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
216761357,29479544552,216761357,0,0,0,0,0,0,216761357,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,216761357,3748,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
222348145,30239347720,222348145,0,0,0,0,0,0,222348145,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,222348145,3833,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
227933724,30998986464,227933724,0,0,0,0,0,0,227933724,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,227933724,3935,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
233519515,31758654040,233519515,0,0,0,0,0,0,233519515,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,233519515,4035,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
239106187,32518441432,239106187,0,0,0,0,0,0,239106187,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,239106187,4120,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
244693075,33278258200,244693075,0,0,0,0,0,0,244693075,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,244693075,4225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
250278520,34037878720,250278520,0,0,0,0,0,0,250278520,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,250278520,4323,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
255865126,34797657136,255865126,0,0,0,0,0,0,255865126,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,255865126,4413,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
261452685,35557565160,261452685,0,0,0,0,0,0,261452685,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,261452685,4512,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
267038348,36317215328,267038348,0,0,0,0,0,0,267038348,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,267038348,4612,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
272623663,37076818168,272623663,0,0,0,0,0,0,272623663,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,272623663,4704,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
278211385,37836748360,278211385,0,0,0,0,0,0,278211385,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,278211385,4805,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
283796431,38596314616,283796431,0,0,0,0,0,0,283796431,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,283796431,4898,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
289383338,39356133968,289383338,0,0,0,0,0,0,289383338,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,289383338,4992,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
294971457,40116118152,294971457,0,0,0,0,0,0,294971457,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,294971457,5097,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
300555574,40875558064,300555574,0,0,0,0,0,0,300555574,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,300555574,5186,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
306141631,41635261816,306141631,0,0,0,0,0,0,306141631,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,306141631,5281,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
311729055,42395151480,311729055,0,0,0,0,0,0,311729055,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,311729055,5387,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
317315710,43154936560,317315710,0,0,0,0,0,0,317315710,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,317315710,5479,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
322900104,43914414144,322900104,0,0,0,0,0,0,322900104,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,322900104,5569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
328487603,44674314008,328487603,0,0,0,0,0,0,328487603,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,328487603,5674,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
334074365,45434113640,334074365,0,0,0,0,0,0,334074365,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,334074365,5764,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
339658146,46193507856,339658146,0,0,0,0,0,0,339658146,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,339658146,5861,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
345246249,46953489864,345246249,0,0,0,0,0,0,345246249,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,345246249,5964,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
350831937,47713143432,350831937,0,0,0,0,0,0,350831937,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,350831937,6048,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
356418531,48472920216,356418531,0,0,0,0,0,0,356418531,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,356418531,6153,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
362003996,49232543456,362003996,0,0,0,0,0,0,362003996,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,362003996,6250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
367590789,49992347304,367590789,0,0,0,0,0,0,367590789,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,367590789,6341,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
373176835,50752049560,373176835,0,0,0,0,0,0,373176835,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,373176835,6442,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
378761690,51511589840,378761690,0,0,0,0,0,0,378761690,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,378761690,6540,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
384346632,52271141952,384346632,0,0,0,0,0,0,384346632,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,384346632,6630,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
389934809,53031134024,389934809,0,0,0,0,0,0,389934809,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,389934809,6732,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp,run1
